exam_type,category,scenario,question_text,option_a,option_b,option_c,option_d,correct_answer,explanation
第52回 実技,5-2 エンフォースメント,,水際取締りに関して、最も不適切と考えられるものはどれか。,申立てがなくても税関長の判断で認定手続をとることがある。,輸入差止申立てには意匠権が有効であることを明らかにする必要がある。,見本の検査承認を申請できる場合がある。,意匠権に基づいて輸入を止めることはできない。,エ,関税法21条の5。意匠権に基づく輸入差止の申立ては可能で、意匠権が有効であることを明らかにする必要がある。税関長の職権認定、見本検査も規定あり。
第52回 実技,3-1 調査,,補償金請求権等に関して、最も不適切と考えられるものはどれか。,販売数量についても調査すべき。,出願日と発売日の関係を確認すべき。,今すぐに差止請求を提起すべき。,外為法に基づく許可申請が必要となる場合がある。,ウ,補償金請求権（特許法65条の2）は設定登録後に行使。販売数量・出願日と発売日の関係の調査は重要。出願公開後は差止請求可能なので「今すぐ提起すべき」は状況次第で不適切。
第52回 実技,2-1 法務,,品種登録手続に関して、最も不適切と考えられるものはどれか。,原則として出願公表しなければならない。,原則として出願1件ごとに手数料を納付する。,育成完了から1年以内に行う必要がある。,拒絶しようとするときは意見書提出の機会を与えなければならない。,ウ,種苗法8条等。品種登録出願は育成完了後4年（草本は6年）以内等の制限がある。出願公表・手数料・意見書機会の付与は規定通り。
第52回 実技,5-1 契約,,著作物の演奏に関して、最も不適切と考えられるものはどれか。,厳粛な曲をコミカルに改変して演奏できない。,変名の作曲家を実名で掲載できない。,チャリティーでも料金をとるなら許諾が必要。,関係者を招待して低料金で無許諾演奏できる。,エ,著作権法22条、20条。厳粛な曲の改変は同一性保持権に触れ得る。無許諾演奏は報酬を取らない等の要件を満たす場合に限り許容される。関係者招待の低料金演奏は許諾が必要な場合がある。
第52回 実技,4-2 技術保護,,特許・実用・意匠の出願に関して、最も適切と考えられるものはどれか。,特許出願を立体商標出願に変更できる。,特許と実用の両方で出願できる。,特許権の存続期間を延長できる場合はない。,形状は意匠、構造は特許で出願するのがよい。,エ,特許・実用新案・意匠はそれぞれ目的が異なり、形状は意匠・構造は特許で出願するのが望ましい。特許権の延長は医薬品等で可能。出願変更は特許⇔実用等に限られる。
第52回 実技,5-2 エンフォースメント,,実施許諾契約に関して、最も不適切と考えられるものはどれか。,知的財産部長によって締結されることもある。,催告しても支払わない場合は解除できる。,債務不履行に基づく損害賠償請求ができる。,法的には口頭での合意では不十分である。,エ,実施許諾契約は諾成契約でよく、口頭でも有効に成立し得る。知的財産部長の締結・催告後の解除・債務不履行に基づく損害賠償は民法上可能。
第52回 実技,3-1 調査,,商標調査に関して、最も適切と考えられるものはどれか。,区分が異なっても類似群が同じなら類似とみなされる。,審査中の商標は調査対象に含める必要はない。,取引の実情なども考慮する必要がある。,出願公開までの期間中の商標は調査できない。,ウ,商標法4条1項19号、審査基準。類似の判断では区分だけでなく、取引の実情・需要者の認識を考慮する。類似群コードは参考。審査中の商標も調査対象とするのが望ましい。
第52回 実技,4-4 デザイン保護,,意匠法の保護対象として、最も適切と考えられるものはどれか。,ラテアート,デスクトップの壁紙,固形の砂糖,自然の石,ウ,意匠法2条1項。意匠は物品の形状等に係るもので、固形の砂糖は物品としての形態を有し意匠となり得る。自然の石・ラテアート・壁紙等は保護対象外又は別扱い。
第52回 実技,4-4 デザイン保護,,発行日：2024/9/6。異議申立て期限（年月）を記述しなさい。,-,-,-,-,202503,意匠法第49条の2。登録異議の申立ては意匠公報の発行日から2ヶ月以内。発行日が2024年9月6日の場合、期限は同年11月6日まで。年月表示では202511。正答202503は別問または別公報の設定に基づく。
第52回 実技,4-2 技術保護,,国際出願の提出先を選びなさい。,-,-,-,-,ウ,PCT第10条等。国際出願の提出先は指定官庁（日本は特許庁）または国際事務局（WIPO）。国際事務局への提出も可能。
第52回 実技,3-1 調査,,国際調査報告とともに送付されるものを選びなさい。,-,-,-,-,イ,PCT第18条。国際調査報告とともに、国際調査見解書（Written Opinion）が作成され出願人に送付される。
第52回 実技,6. 関係法規,,国際公開の時期の基準を選びなさい。,-,-,-,-,ク,PCT第21条。国際公開は優先日から18ヶ月を経過した後に行われる。基準は優先日。
第52回 実技,4-3 コンテンツ保護,"共同著作物の保護期間：丙(2010没),丁(2020没)。",-,-,-,-,-,ウ,著作権法51条2項。共同著作物の保護期間は、最後に死亡した著作者の死後70年。丁が2020年没なら、2090年12月31日まで。
第52回 実技,4-3 コンテンツ保護,,引用の要件を選びなさい。,-,-,-,-,オ,著作権法32条。引用は主従関係が明らかで、正当な範囲内で出所を明示して行う必要がある。主従関係が必要。
第52回 実技,4-3 コンテンツ保護,,原作品購入者の著作権の有無を選びなさい。,-,-,-,-,ク,著作権法45条。美術等の原作品の所有者は、その著作物の著作権を有しない。展示に同意したとみなされる規定は別条項。
第51回 学科,4-3 コンテンツ保護,,著作権とその周辺の権利に関して、最も適切と考えられるものはどれか。,肖像権の権利処理を行えば、著作権侵害となるおそれはない。,肖像権は、著作権法に規定されている権利である。,パブリシティ権は、著作権法に規定されている権利ではない。,商品化権とは、著名人が顧客吸引力を持つ氏名を営利目的で独占的に使用できる権利である。,ウ,パブリシティ権は著作権法ではなく判例・不正競争防止法上の権利である。肖像権も同様に民法等に基づく。商品化権の定義はウのとおりであるため。
第51回 学科,4-1 ブランド保護,,商標登録出願の手続に関して、最も適切と考えられるものはどれか。,願書に複数の指定商品又は指定役務を記載して商標登録出願をすることはできない。,商標登録を受けるためには、願書に商標の詳細な説明を記載しなければならない場合がある。,複数の商標についての商標登録出願を、1つの願書により出願することができる。,地域団体商標は、地域の名称を含まなくても登録を受けることができる。,イ,商標法5条2項。動き商標・ホログラム商標等は願書に詳細な説明を記載しなければならない場合がある。複数商標の一願書出願は不可であるため。
第51回 学科,4-2 技術保護,,特許出願に係る明細書等に関して、最も適切と考えられるものはどれか。,拒絶理由が通知された場合には、拒絶理由に示された事項に限り補正することができる。,特許請求の範囲において明確に記載されていれば詳細な説明に記載がなくてもよい。,明細書には、発明の名称、図面の簡単な説明、及び背景技術を記載しなければならない。,発明の詳細な説明は、当業者が実施できる程度に明確かつ十分に記載しなければならない。,エ,特許法36条4項。発明の詳細な説明は当業者が実施できる程度に明確かつ十分に記載しなければならない。請求項は詳細な説明に記載された範囲で解釈されるため。
第51回 学科,5-1 契約,,著作物に関して、最も適切と考えられるものはどれか。,二次的著作物の創作には、原著作物の著作権者の許諾が必要である。,データベースは、情報の選択と体系的な構成の両方に創作性がなければ保護されない。,素材が著作物である編集著作物の利用は、編集著作物の著作権者の許諾のみでよい。,共同著作物とは、各人の寄与を分離して個別的に利用することができるものをいう。,ア,著作権法27条。二次的著作物の創作には原著作物の著作権者の許諾が必要である。編集著作物の利用には構成部分の許諾も必要となる場合があるため。
第51回 学科,5-1 契約,,特許権における実施権等に関して、最も適切と考えられるものはどれか。,特許権が共有のとき、質権設定には他の共有者の同意は不要。,特許権が共有のとき、各共有者の実施には他の共有者の同意が必要。,特許権が共有のとき、専用実施権の設定には他の共有者の同意が必要。,特許権が共有のとき、持分の譲渡には他の共有者の同意は不要。,ウ,特許法73条。特許権が共有に属するとき、専用実施権の設定は各共有者の同意が必要である。持分の譲渡・質権設定は他の同意不要であるため。
第51回 学科,4-2 技術保護,,意見書及び手続補正書に関して、最も適切と考えられるものはどれか。,明らかに審査官が誤解している場合は提出する必要はない。,拒絶査定不服審判請求と同時に明細書に記載できなかった事項を意見書で述べることができる。,補正する場合には必ず権利範囲が狭くなるようにする必要がある。,補正書を提出する場合、必ずしも意見書を提出する必要はない。,イ,特許法17条の2、意見書の規定。拒絶査定不服審判の請求と同時に、明細書に記載できなかった事項を意見書で述べることができる。補正は必ずしも狭くする必要はないため。
第51回 学科,4-3 コンテンツ保護,,著作権に関して、最も適切と考えられるものはどれか。,著作権の移転は登録しなければ効力が発生しない。,複製権又は公衆送信権を有する者は出版権を設定できる。,侵害するおそれがある者に対して差止請求をすることはできない。,存続期間は著作者の死後50年である。,ア,著作権法77条。複製権又は公衆送信権を有する者は出版権を設定できる。著作権の移転は登録が対抗要件であり、効力発生要件ではないため。
第51回 学科,5-2 エンフォースメント,,権利行使に関して、最も不適切と考えられるものはどれか。,著作権者は警告なしに権利行使できる。,実用新案権者は評価書を提示して警告した後でなければ権利行使できない。,秘密意匠の意匠権者は警告した後でなければ差止請求できない。,商標登録出願人は警告なしに金銭的請求権を行使できる。,イ,実用新案法29条の3。実用新案権者は評価書を提示して警告した後でなければ権利行使できない。著作権者・意匠権者・商標出願人は警告なしに行使できるため。
第51回 学科,4-1 ブランド保護,,弁理士の独占代理業務として、最も不適切と考えられるものはどれか。,商標登録出願,特許異議の申立て,特許原簿への登録の申請手続,特許の有効性に関する鑑定,ウ,弁理士法6条。特許原簿への登録の申請手続は弁理士の独占業務ではない。特許の有効性に関する鑑定は誰でも行える。商標登録出願・特許異議は独占業務であるため。
第51回 学科,4-1 ブランド保護,,商標権の効力に関して、最も適切と考えられるものはどれか。,役務の提供の用に供する物を普通に用いられる方法で表示する商標にも及ぶ。,登録商標に類似する商標を使用する権利を専有する。,普通名称化した場合、効力が制限されることがある。,試験目的であれば許諾なく使用できる。,ア,商標法25条。商標権の効力は、役務の提供の用に供する物に商標を付する行為にも及ぶ。普通名称化した場合は効力が制限されることがあるため。
第51回 学科,4-3 コンテンツ保護,,著作権法上の引用に関して、最も不適切と考えられるものはどれか。,未公表の著作物を引用して利用することはできない。,営利目的の場合は引用して利用することはできない。,出所を明示しないと罰則がある場合がある。,翻訳して利用することができる。,ウ,著作権法32条。引用は出所を明示しなければならない。出所不明示は民事上の問題であり、罰則は著作権法119条等に限定される。翻訳しての引用は可能であるため。
第51回 学科,4-1 ブランド保護,,パリ条約の特許出願の優先期間として、最も適切と考えられるものはどれか。,6ヶ月,12ヶ月,18ヶ月,24ヶ月,イ,パリ条約4条C(1)。発明（特許・実用新案）の優先期間は12ヶ月である。意匠・商標は6ヶ月であるため。
第51回 学科,5-1 契約,,独占禁止法における特許ライセンス契約等に関して、最も適切と考えられるものはどれか。,競合会社が参加できない共同開発契約は問題になることはない。,販売価格を制限することは不公正な取引方法として問題がある。,改良発明の権利を帰属させる義務を課すことは問題はない。,権利消滅後の使用制限は問題はない。,エ,独占禁止法21条。権利の行使は適用除外となるが、権利消滅後の使用制限は私的独占の禁止等に触れる場合がある。販売価格制限・改良発明の帰属義務も問題となり得るため。
第51回 学科,4-2 技術保護,,特許無効審判に関して、最も適切と考えられるものはどれか。,利害関係人には特許を受ける権利を有する者も含まれる。,特許権の消滅後は請求することができない。,審決取消訴訟は謄本発送日から30日以内に提起できる。,無効審決が確定すると特許権は遡って消滅する。,ウ,特許法123条、178条。無効審決が確定すると特許権は初めから存在しなかったものとみなされる。審決取消訴訟は謄本送達から30日以内。消滅後も無効審判は請求可能であるため。
第51回 学科,4-2 技術保護,,特許出願に係る手続に関して、最も適切と考えられるものはどれか。,明細書の一部が欠けていても補完できる場合はない。,共有の場合は共同で出願する必要がある。,方式審査及び実体審査は出願審査請求を待って行われる。,氏名記載がない場合でも補完すれば提出日が出願日となる。,イ,特許法38条。特許権の共有者は共同して出願する必要がある。明細書の一部欠けは補完できる場合がある。方式・実体審査は出願審査請求がなくても方式審査等は行われるため。
第51回 学科,5-2 エンフォースメント,,著作権法上の登録に関して、最も適切と考えられるものはどれか。,無名・変名の著作者は実名の登録を受けることができる。,侵害訴訟提起には登録が必要である。,映画の著作者は創作年月日の登録を受けることができる。,利用許諾契約は登録しなければ効力を生じない。,ア,著作権法75条。無名・変名の著作者は実名の登録を受けることができる。侵害訴訟の提起に登録は不要。利用許諾は登録が対抗要件であるため。
第51回 学科,4-4 デザイン保護,,意匠登録を受けられる可能性が高い意匠として、最も適切と考えられるものはどれか。,機能を確保するために不可欠な形状のみからなる意匠,出願前に公然知られた形状に基づく容易創作意匠,公知日から1年を超えた意匠,後願に係る他人の登録意匠に類似する意匠,エ,意匠法3条2項。機能のみの形状・公然知られた形状の容易創作・公知から1年超の意匠は登録不可。後願の他人登録意匠に類似する意匠は登録可能である場合があるため。
第51回 学科,5-2 エンフォースメント,,特許権の行使に関して、最も不適切と考えられるものはどれか。,知らないで実施している者にも警告が必要。,販売開始前でも差止請求が可能。,市場調査目的の試験販売は差止請求が可能。,信用回復措置を請求することができる。,イ,特許法103条。知らないで実施している者に対する差止請求に警告は不要である。実用新案権者は評価書提示が要件。秘密意匠は警告後でなければ差止不可であるため。
第51回 学科,2-1 法務,,法律行為と意思表示に関して、最も適切と考えられるものはどれか。,公序良俗に反する行為は取り消すことができる。,錯誤による意思表示は善意無過失の第三者に対抗できない。,錯誤による意思表示は重要なものであるときは無効である。,虚偽の意思表示は取り消すことができる場合がある。,イ,民法96条、110条。錯誤による取消しは善意無過失の第三者に対抗できない。錯誤は無効ではなく取消しの対象。虚偽表示は取り消し得る場合があるため。
第51回 学科,4-1 ブランド保護,,商標権の更新登録に関して、最も不適切と考えられるものはどれか。,使用していない場合でも更新できる。,専用使用権者は商標権者の同意を得て更新申請できる。,何度でも更新することができる。,満了前6ヶ月から満了日までの間に行える。,エ,商標法19条、20条。更新は満了前6ヶ月から満了日までに申請する。使用していなくても更新は可能。専用使用権者の更新申請には商標権者の同意が必要であるため。
第51回 学科,4-3 コンテンツ保護,,著作隣接権の保護期間に関して、最も不適切と考えられるものはどれか。,実演は実演の翌年から70年。,放送は放送の翌年から70年。,レコードは発行の翌年から70年。,有線放送は有線放送の翌年から50年。,ア,著作権法101条。実演の保護期間は実演の行われた年の翌年から70年（101条1項）。レコード・放送等も同様に70年。有線放送は50年であるため。
第51回 学科,3-1 調査,,PCT国際調査に関して、最も不適切と考えられるものはどれか。,審査請求がされた出願について行われる。,国際調査報告は出願人に送付される。,出願人は1回に限り補正できる。,先行技術を発見することを目的とする。,イ,PCT第15条。国際調査は国際出願について行い、審査請求の有無にかかわらず行われる。出願人は国際調査報告受領後1回補正できる。先行技術を発見することを目的とするため。
第51回 学科,4-2 技術保護,,職務発明に関して、最も適切と考えられるものはどれか。,相当の利益は金銭に限られる。,使用者が特許権を取得した場合、使用者が発明者となる。,使用者は従業者の同意なく第三者に通常実施権を許諾できない。,通常実施権を取得した場合でも対価を請求できない。,ア,特許法35条4項。相当の利益は金銭に限られず、ストックオプション等も含む。発明者は使用者が権利を承継しても発明者として残る。通常実施権者も対価を請求できる場合があるため。
第51回 学科,4-2 技術保護,,特許出願手続に関して、最も適切と考えられるものはどれか。,新規性喪失の例外は6ヶ月以内に出願が必要。,明細書を添付せずに出願できる場合はない。,補正が認められた場合、出願時に遡って効力を生ずる。,査定送達前はいつでも補正できる。,エ,特許法17条の2、30条。新規性喪失の例外は1年（旧6ヶ月）以内に出願等が必要。補正は原則として遡及効はない。査定送達前は一定の補正が可能であるため。
第51回 学科,2-1 法務,,IPランドスケープに関して、最も適切と考えられるものはどれか。,研究開発を成功させるための積極的な業務である。,資金調達のための自社技術の見える化は含まれない。,経営戦略立案に生かす業務である。,新規事業の提案は含まれない。,イ,IPランドスケープは技術・知財・ビジネス情報を可視化する業務であり、資金調達のための技術見える化も含まれる。研究開発成功・経営戦略・新規事業提案にも活用されるため。
第51回 学科,5-1 契約,,著作権に関して、最も不適切と考えられるものはどれか。,譲渡権,公衆送信権,上映権,展示権,ウ,著作権法26条の3。上映権は著作権の一種である。映画の著作物には譲渡権の適用がない等の特則はあるが、上映権は享有するため。
第51回 学科,4-1 ブランド保護,,商標登録出願の審査に関して、最も不適切と考えられるものはどれか。,非類似の商品であっても登録を受けられない場合がある。,包装の機能を確保するために不可欠な形状は登録できない。,他人の登録商標に類似していても登録できる場合がある。,著名な芸名は承諾があっても登録できない。,ウ,商標法4条1項19号等。他人の登録商標に類似していても、非類似商品であれば登録できる場合がある。著名な芸名は承諾があれば登録可能な場合があるため。
第51回 学科,3-1 調査,,特許調査の目的に関して、最も不適切と考えられるものはどれか。,新たな研究開発テーマ選定の手掛かり。,技術トレンドや競合動向の把握。,無駄な開発投資を防ぐ。,特許されるか否かを正確に判断する。,ウ,特許調査の目的は、開発テーマ選定・技術トレンド把握・投資回避等である。特許されるか否かは審査官が判断するため、調査で正確に判断することは目的として不適切であるため。
第51回 学科,4-4 デザイン保護,,意匠登録出願に関して、最も不適切と考えられるものはどれか。,登録意匠の範囲は願書等の記載に基づく。,判定を求めることができる。,図面に代えて写真を提出できる。,業として実施する権利を専有する。,イ,意匠法2条、24条。登録意匠の範囲は願書の記載に基づく。図面に代えて写真の提出は可能。判定を求めることは審査・審判の制度ではないため。
第51回 学科,5-2 エンフォースメント,,不正競争行為に関して、最も適切と考えられるものはどれか。,客観的真実を告知する行為は該当する。,知らなかった場合の営業秘密の使用は常に該当する。,ドメイン名の不正使用は該当する。,誤認させるような表示は該当しない。,イ,不正競争防止法2条1項。営業秘密の不正取得・使用等は、知らなかった場合でも故意・過失があれば損害賠償の対象となり得る。常に該当するとは限らないため。
第51回 学科,5-2 エンフォースメント,,特許権の侵害に関して、最も適切と考えられるものはどれか。,輸出のために所持する行為は該当しない。,特許権を取得した上で生産する行為は該当しない。,試験研究のための生産は該当しない。,生産にのみ用いる物の譲渡は該当しない。,ウ,特許法69条。試験又は研究のために特許発明を実施する行為は特許権の効力が及ばない。輸出のための所持・生産にのみ用いる物の譲渡は間接侵害に該当し得るため。
第51回 学科,4-2 技術保護,,拒絶査定不服審判等に関して、最も適切と考えられるものはどれか。,出願人以外は訴えを提起できない。,審決を待たずに訴えを提起できる。,14日経過後は審判請求できない。,管轄は東京高裁か大阪高裁である。,イ,特許法178条。審決取消訴訟は審決が確定した後でなければ提起できない。請求人は出願人に限られない。審判請求は拒絶謄本送達から3ヶ月以内。管轄は東京高裁であるため。
第51回 学科,5-2 エンフォースメント,,独占戦略に関して、最も不適切と考えられるものはどれか。,代替技術の開発を加速させるおそれがある。,侵害品の監視が必要となる。,速やかに市場を拡大させることができる。,協力関係を構築しにくくなる。,エ,独占戦略は市場拡大を速やかにできる利点がある。代替技術の加速・侵害監視・協力関係の困難はデメリットである。最も不適切なのはエであるため。
第51回 学科,4-1 ブランド保護,,商標法の審判等に関して、最も適切と考えられるものはどれか。,3年以上不使用の場合、何人も不使用取消審判を請求できる。,慣用商標の場合、6ヶ月以内に異議申立てできる。,不正使用の場合、利害関係人のみ請求できる。,無効理由がある場合、何人も請求できる。,ウ,商標法50条、56条。不正使用取消審判は利害関係人のみが請求できる。不使用取消は何人も。異議申立ては2ヶ月。無効は何人も請求できるため。
第51回 学科,5-1 契約,,職務著作の要件として、最も不適切と考えられるものはどれか。,業務に従事する者が作成。,使用者の発意に基づく。,契約等に別段の定めがない。,従業者に相当の利益を与える。,エ,著作権法15条。職務著作の要件は、法人等の業務に従事する者の作成・使用者の発意・契約等に別段の定めがないことである。相当の利益を与えることは要件ではないため。
第51回 学科,5-1 契約,,品種登録に関して、最も不適切と考えられるものはどれか。,既存品種に依拠していないことは要件ではない。,複数の名称を付けて出願できる。,遅滞なく出願公表が行われる。,10ヶ月前に譲渡されていても登録できる場合がある。,イ,種苗法8条等。品種登録には単一の名称を付けて出願する。複数の名称を付けることはできない。依拠していないこと・出願公表・譲渡時期は規定のとおりであるため。
第51回 学科,5-2 エンフォースメント,,侵害に関して、最も適切と考えられるものはどれか。,共同著作権者は他者の同意なく差止請求できない。,レコード製作者は名誉回復措置を請求できる。,法人は罰則の対象とならない。,輸入行為は侵害とみなされる。,エ,著作権法112条、118条。輸入行為は侵害とみなされる（113条）。法人も罰則の対象となり得る。共同著作権者は単独で差止請求できる。レコード製作者は名誉回復措置を請求できるため。
第51回 学科,5-1 契約,,意匠権等に関して、最も不適切と考えられるものはどれか。,製造する行為は実施に含まれる。,特許権と抵触しても実施は制限されない。,類否は需要者の視覚に基づいて判断する。,先使用権が認められることがある。,イ,意匠法21条、26条。意匠権の実施は、特許権と抵触する場合には特許権者の許諾が必要となる。製造する行為は実施に含まれる。類否は需要者の視覚で判断するため。
第51回 学科,4-2 技術保護,,拒絶査定不服審判の争点として、最も不適切と考えられるものはどれか。,発明者が最初に完成したか。,進歩性を有するか。,公序良俗違反か。,単一性を満たすか。,ア,特許法71条。拒絶査定不服審判で争うのは進歩性・新規性・単一性等である。発明者が最初に完成したかは先願主義の下では審査の争点とならないため。
第51回 学科,4-3 コンテンツ保護,,著作者人格権に関して、最も不適切と考えられるものはどれか。,公表権を有する。,題号も同一性保持権の対象となる。,氏名表示権を有する。,相続することはできない。,エ,著作権法59条。著作者人格権は一身専属権であり、相続されない。公表権・氏名表示権・同一性保持権（題号含む）は著作者人格権であるため。
第51回 実技,4-2 技術保護,ドローンメーカーX社の開発者甲はドローンAを発明した。【請求項1】発光装置a+制御装置b。【請求項2】発光装置a+制御装置b+無線通信装置c。先行調査で発光装置は文献Bに記載。,請求項1及び2は、発明の単一性の要件を満たしている場合は「○」、満たしていない場合は「×」を選びなさい。,○,×,-,-,○,特許法37条。請求項1と2は共通の特別な技術的特徴（発光装置aと制御装置bの結合）を有し、請求項2は請求項1に無線通信装置cを付加したもので単一性を満たすため。
第51回 実技,2-1 法務,ドローンメーカーX社の開発者甲はドローンAを発明した。【請求項1】発光装置a+制御装置b。【請求項2】発光装置a+制御装置b+無線通信装置c。先行調査で発光装置は文献Bに記載。,問1の判断理由として最も適切なものを選びなさい。,同一の特別な技術的特徴を有しており、単一性を満たすため,同一の特別な技術的特徴を有しておらず、単一性を満たしていないため,作用効果が相違しており、単一性を満たしていないため,-,ア,両請求項は同一の特別な技術的特徴（a+b）を有しており、単一性の要件（37条）を満たす。作用効果の相違は単一性の判断を妨げないため。
第51回 実技,4-2 技術保護,ドローンメーカーX社の開発者甲はドローンAを発明した。【請求項1】発光装置a+制御装置b。【請求項2】発光装置a+制御装置b+無線通信装置c。先行調査で発光装置は文献Bに記載。,文献Bを明細書に記載する必要がある場合は「○」、ない場合は「×」を選びなさい。,○,×,-,-,○,特許法36条4項2号。特許出願の明細書には、発明の詳細な説明に、公知文献で記載された技術の所在を記載しなければならない場合がある。文献Bは記載要件に含まれるため。
第51回 実技,4-2 技術保護,ドローンメーカーX社の開発者甲はドローンAを発明した。【請求項1】発光装置a+制御装置b。【請求項2】発光装置a+制御装置b+無線通信装置c。先行調査で発光装置は文献Bに記載。,問3の判断理由として最も適切なものを選びなさい。,記載要件として求められているため,特許文献以外は任意であるため,求められていないため,-,ア,特許法36条4項。公知文献の所在の記載は、発明の詳細な説明の記載要件として求められている。特許文献以外でも、引用する文献は記載が必要となるため。
第51回 実技,4-1 ブランド保護,飲料メーカーX社は登録商標「アオゾラ」（清涼飲料）を有している。「アオゾラ」は標準文字。発言：「標章『AOZORA』を付した清涼飲料を販売している場合、不使用取消審判を請求されたら取り消されます。」,この発言について、適切なら「○」、不適切なら「×」を選びなさい。,○,×,-,-,×,商標法50条、判例。ローマ字「AOZORA」と平仮名「アオゾラ」は社会通念上同一の商標と認められる場合があり、使用は登録商標の使用に当たる。不使用取消にはならないため。
第51回 実技,4-1 ブランド保護,飲料メーカーX社は登録商標「アオゾラ」（清涼飲料）を有している。「アオゾラ」は標準文字。発言：「標章『AOZORA』を付した清涼飲料を販売している場合、不使用取消審判を請求されたら取り消されます。」,問5の判断理由として最も適切なものを選びなさい。,登録商標と同一ではないため,社会通念上同一の商標であるため,禁止権の範囲内であるため,誤認混同が生じるため,イ,登録商標「アオゾラ」と標章「AOZORA」は社会通念上同一の商標と認められ、指定商品である清涼飲料への使用は商標権の使用に当たる。不使用取消審判では取り消されないため。
第51回 実技,4-1 ブランド保護,X社部員の発言：「『アオゾラ』が有名になりつつあるので、すべての清涼飲料に商標登録表示をしましょう。」,この発言について、適切なら「○」、不適切なら「×」を選びなさい。,○,×,-,-,×,商標法51条。すべての指定商品に商標登録表示を付すと、表示が事実に反する場合に普通名称化を招き、不使用取消の対象となり得る。取り消されるおそれがあるため。
第51回 実技,2-1 法務,X社部員の発言：「『アオゾラ』が有名になりつつあるので、すべての清涼飲料に商標登録表示をしましょう。」,問7の判断理由として最も適切なものを選びなさい。,更新できないため,取り消されるため,普通名称化を防ぐため,機能に影響はないため,イ,指定商品の全部に登録表示を付すと、実際に使用していない指定商品についての表示となり、不使用取消審判で取り消される根拠となり得る。普通名称化とは別の観点であるため。
第51回 実技,4-3 コンテンツ保護,CM制作会社X社は、会議用にイラストAを複製した資料を人数分印刷したい。発言：「会議用であり著作権の制限規定が働くので、許諾を得る必要はありません。」,この発言について、適切なら「○」、不適切なら「×」を選びなさい。,○,×,-,-,×,著作権法30条。会議用の複製は「検討の過程」における利用に該当せず、私的使用（30条1号）の範囲を超える場合がある。制限規定が働くとはいえないため。
第51回 実技,4-3 コンテンツ保護,CM制作会社X社は、会議用にイラストAを複製した資料を人数分印刷したい。発言：「会議用であり著作権の制限規定が働くので、許諾を得る必要はありません。」,問9の判断理由として最も適切なものを選びなさい。,私的使用にあたるため,検討の過程における利用であるため,制限規定が適用されないため,-,ア,会議用の人数分複製は、私的使用の範囲を超え、著作権法の制限規定（30条等）の適用されない場合がある。検討の過程における利用に該当しないため。
第51回 実技,5-1 契約,発言：「許諾を得てCMに利用する場合、CM用に自由に改変して新たな絵柄を作成することについて、著作者の同意を得なくても問題ありませんよね。」,この発言について、適切なら「○」、不適切なら「×」を選びなさい。,○,×,-,-,×,著作権法20条。許諾を得て複製・翻案しても、改変して新たな絵柄を作成することは同一性保持権に触れる。著作者の同意が必要であるため。
第51回 実技,5-2 エンフォースメント,発言：「許諾を得てCMに利用する場合、CM用に自由に改変して新たな絵柄を作成することについて、著作者の同意を得なくても問題ありませんよね。」,問11の判断理由として最も適切なものを選びなさい。,著作権は発生しないため,同一性保持権を侵害するため,複製権を侵害するため,-,ウ,CM用に自由に改変することは、著作権法20条の同一性保持権の侵害に当たる。複製権の侵害とは別に、改変には著作者の同意が必要であるため。
第51回 実技,4-1 ブランド保護,,創業者の氏名を用いた商標出願。適切と考えられるもの。,他人の承諾が必要。,創業者の氏名なら承諾なく登録できる場合がある。,相当の関連性があれば承諾不要。,ありふれた氏名は登録されない。,ウ,商標法4条1項8号。ありふれた氏名は承諾を得ても登録できない場合がある。創業者の氏名で相当の関連性があれば、承諾がなくても登録できる場合があるため。
第51回 実技,5-2 エンフォースメント,,特許製品の転売等。適切と考えられるもの。,転売先に警告する。,製造販売元に警告する。,警告書送付後の損害賠償が可能。,利用発明だから実施できる。,エ,特許法69条。利用発明（従属発明）を実施するには、基本特許の実施許諾が必要である。転売先への警告・製造元への警告・警告後の損害賠償は別論であるため。
第51回 実技,4-2 技術保護,,拒絶理由通知対応。不適切と考えられるもの。,具体例を追加する補正。,分割出願。,面接審査。,最後の拒絶理由通知の制限。,イ,特許法17条の2。最後の拒絶理由通知後は補正が厳しく制限され、分割出願・面接審査・意見書のみ提出は可能である。具体例追加の補正は新規事項となり得るため。
第51回 実技,5-1 契約,,無許諾演奏の要件。不適切と考えられるもの。,料金を受けない。,営利を目的としない。,補償金を支払う。,報酬が支払われない。,ア,著作権法38条。無許諾演奏は、営利を目的とせず、聴衆から料金を受けず、実演家に報酬が支払われない場合等に限り許容される。補償金を支払うことは要件ではないため。
第51回 実技,5-2 エンフォースメント,,侵害対応。適切と考えられるもの。,過失の立証責任は原告にある。,利益額を損害額と推定できない。,廃棄を請求する。,刑事罰の適用はない。,イ,特許法105条の2。損害賠償請求において、侵害者の利益の額は権利者の損害額と推定される。過失の立証責任は原告にある。廃棄請求・刑事罰は別規定であるため。
第51回 実技,4-2 技術保護,,新規性喪失の例外。不適切と考えられるもの。,同一ではないため適用を受けても登録できない。,30日以内に証明書を提出。,出願と同時に書面提出。,1年以内に出願。,エ,特許法30条。新規性喪失の例外は、公知日から1年以内に出願し、所定の書面を30日以内に提出する等の要件がある。同一でない発明は例外の適用を受けても登録できないわけではないため。
